Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Planet,Universe
5524,Grigory Russoff,Non-dual,Neutral,Brown,Black,Male,Yes,3,"1974, March",Earth-616,Marvel
5525,Ugly Man,Secret,Bad,Green,Black,Male,No,5,"2009, December",New Earth,DC
5526,Robert Dolan,Public,Good,Blue,Brown,Male,Yes,1,"2006, June",Earth-616,Marvel
5527,Unbeing,Secret,Bad,Brown,Grey,Unknown,Yes,2,"1991, January",Earth-616,Marvel
5528,Lon Draga,Public,Bad,Blue,White,Male,No,1,"1942, August",Earth-616,Marvel
5529,Dylon-Cir,Secret,Bad,White,Brown,Male,No,9,"1993, July",Earth-616,Marvel
5530,Deron Ved,Public,Bad,Blue,Red,Male,Yes,5,"1986, October",Earth-One,DC
5531,Black Mariah,Secret,Bad,Brown,Black,Female,Yes,4,"1973, January",Earth-616,Marvel
5532,Frank Smith,Secret,Bad,Blue,Black,Male,Yes,4,"1965, January",Earth-616,Marvel
5533,Night-Wind,Public,Good,Red,Black,Male,Yes,36,"1950, December",Earth-616,Marvel
5534,William Amos,Public,Good,Variable,Brown,Male,Yes,3,"1994, June",Earth-616,Marvel
5535,Yamakayaka,Public,Good,Black,Black,Male,Yes,7,"1953, February",Earth-616,Marvel
5536,Erik Lonnroth,Public,Neutral,Green,Red,Male,No,3,"2003, November",Earth-616,Marvel
5537,Jonas Harrow,Non-dual,Bad,Variable,Bald,Male,No,33,"1972, November",Earth-616,Marvel
5538,Razorback,Secret,Bad,Blue,Black,Male,No,1,"1988, February",New Earth,DC
5539,Julia Carpenter,Secret,Good,Blue,Red,Female,Yes,212,"1984, October",Earth-616,Marvel
5540,Jasper Whifflegrass,Public,Bad,Brown,Black,Male,Yes,1,"1942, January",Earth-616,Marvel
5541,Yz,Secret,Good,Red,Black,Male,Yes,207,"1940, January",New Earth,DC
5542,Nathaniel Finch,Public,Bad,Black,Brown,Male,Yes,14,"1997, August",New Earth,DC
5543,King Coal,Secret,Bad,White,Bald,Male,Yes,1,"1993, June",Earth-616,Marvel
5544,Matthew,Public,Good,Blue,Brown,Male,Yes,1,"2004, December",Earth-616,Marvel
5545,Titus,Secret,Bad,Black,Black,Male,No,4,"2008, March",New Earth,DC
5546,Harrier,Public,Bad,Blue,Blond,Male,Yes,7,"1999, January",New Earth,DC
5547,Gretchen Zeller,Secret,Bad,Blue,Red,Female,Yes,3,"2006, May",Earth-616,Marvel
5548,Agent M,Secret,Good,Blue,Brown,Male,Yes,1,"1979, December",Earth-616,Marvel
5549,Samuel Bernstein,Public,Neutral,Black,Black,Male,Yes,4,"1982, November",Earth-616,Marvel
5550,Car-Vex,Public,Bad,Purple,Brown,Female,Yes,3,"2010, May",New Earth,DC
5551,Arvak,Secret,Bad,Hazel,Brown,Male,Yes,3,"2000, June",Earth-616,Marvel
5552,Aldebron,Secret,Bad,Green,Black,Female,Yes,2,"1995, December",Earth-616,Marvel
5553,Christopher Colchiss,Secret,Bad,Blue,Brown,Male,Yes,15,"2009, July",Earth-616,Marvel
5554,Hector Mu\u00f1oz,Secret,Good,Brown,Brown,Male,Yes,4,"2008, September",Earth-616,Marvel
5555,Dome,Secret,Bad,Blue,Black,Male,Yes,1,"1999, October",New Earth,DC
5556,Joshua Clay,Secret,Neutral,Brown,Black,Male,No,77,"1977, September",New Earth,DC
5557,Phalanx,Secret,Bad,Orange,Black,Male,Yes,2,"1994, May",New Earth,DC
5558,Talo,Public,Good,Blue,Blond,Male,Yes,2,"2000, October",Earth-616,Marvel
5559,Stanley Osborn,Non-dual,Neutral,Black,Red,Male,Yes,7,"2010, November",Earth-616,Marvel
5560,Vladimir Kravinoff,Secret,Bad,Brown,Black,Male,No,20,"1994, June",Earth-616,Marvel
5561,Jeannette,Secret,Bad,Blue,White,Female,Yes,35,"2009, January",New Earth,DC
5562,Mrok,Non-dual,Bad,Brown,Black,Male,Yes,2,"1999, January",Earth-616,Marvel
5563,Belial,Public,Bad,Red,Bald,Male,Yes,15,"1987, March",New Earth,DC
5564,Airhead,Secret,Bad,Blue,Blond,Female,Yes,2,"1987, August",Earth-616,Marvel
5565,Nimrod Strange,Public,Bad,Brown,Black,Male,Yes,4,"1982, March",Earth-616,Marvel
5566,Reuben Davis,Secret,Bad,Blue,Brown,Male,Yes,1,"1984, May",Earth-616,Marvel
5567,Gregor Dosynski,Secret,Bad,Yellow,Black,Male,No,4,"1990, March",New Earth,DC
5568,Weird,Secret,Good,Blue,Blond,Male,Yes,26,"1988, April",New Earth,DC
5569,Penelops,Secret,Good,Blue,Orange,Male,Yes,17,"1981, July",New Earth,DC
5570,Divinity,Secret,Neutral,White,No,Male,Yes,6,"2000, January",Earth-616,Marvel
5571,Xunanguero,Public,Bad,Green,Brown,Unknown,Yes,1,"2004, July",Earth-616,Marvel
5572,Syrra,Public,Good,Blue,Blond,Female,Yes,5,"1984, November",New Earth,DC
5573,Frank Baer,Secret,Bad,Blue,Black,Male,Yes,2,"1988, August",Earth-616,Marvel
5574,Tough Love,Secret,Bad,Green,Black,Male,Yes,2,"1999, July",Earth-616,Marvel
5575,Raleigh Chamberlain,Secret,Bad,White,Blond,Male,Yes,1,"1992, December",Earth-616,Marvel
5576,Vunderknight,Secret,Bad,Brown,Black,Male,Yes,1,"2012, March",Earth-616,Marvel
5577,Alexander Ryking,Secret,Bad,Green,Grey,Male,Yes,4,"1992, September",Earth-616,Marvel
5578,Mareena,Secret,Good,Blue,Green,Female,Yes,1,"2010, August",New Earth,DC
5579,Charles Ulysses,Secret,Bad,Variable,Brown,Male,No,9,"2010, March",Earth-616,Marvel
5580,Dwayne Taylor,Secret,Good,Brown,Black,Male,No,169,"1989, December",Earth-616,Marvel
5581,Roland Taylor,Public,Good,Green,Brown,Male,Yes,1,"1996, May",Earth-616,Marvel
5582,Pan,Public,Neutral,Brown,Brown,Male,No,9,"1982, October",New Earth,DC
5583,Sabina De La Croix,Secret,Bad,Brown,White,Female,Yes,10,"2006, December",New Earth,DC
5584,Void,Secret,Bad,Orange,Black,Male,No,44,"2000, September",Earth-616,Marvel
5585,Black Patch,Secret,Bad,Red,Black,Male,No,1,"1948, August",Earth-616,Marvel
5586,Theodora Twidgett,Public,Neutral,Red,Red,Female,Yes,3,"1987, October",New Earth,DC
5587,Luigi Maroni,Public,Bad,Brown,Grey,Male,No,2,"1997, August",New Earth,DC
5588,Sara Butters,Secret,Good,Brown,Grey,Female,Yes,5,"2011, April",New Earth,DC
5589,Althea,Secret,Good,Brown,Brown,Female,Yes,1,"2003, June",New Earth,DC
5590,Copper,Secret,Good,Photocellular,No,Female,Yes,20,"2007, April",New Earth,DC
5591,Crassus,Secret,Neutral,Brown,Black,Male,Yes,3,"1994, March",New Earth,DC
5592,Annie Wheeler,Public,Good,Brown,White,Female,Yes,8,"1983, May",Earth-616,Marvel
5593,Jonathan Warren,Secret,Bad,Blue,Blond,Male,Yes,10,"2004, February",New Earth,DC
5594,Gigantus,Secret,Bad,Blue,Grey,Male,Yes,6,"1960, December",Earth-616,Marvel
5595,Harrald,Public,Good,Brown,Black,Male,Yes,1,"2009, September",Earth-616,Marvel
5596,Elsa Chandler,Public,Neutral,Green,Red,Female,Yes,2,"1994, May",Earth-616,Marvel
5597,Kris Keating,Public,Good,Blue,Brown,Male,No,29,"1977, February",Earth-616,Marvel
5598,Mortimer Freebish,Secret,Bad,Brown,Blond,Male,Yes,1,"1978, April",Earth-616,Marvel
5599,Iroque,Secret,Neutral,Blue,Purple,Female,Yes,41,"2008, January",New Earth,DC
5600,Mikhail Ursus,Secret,Good,Brown,Brown,Male,Yes,51,"1981, April",Earth-616,Marvel
5601,Amon Hakk,Public,Good,Brown,Black,Male,Yes,65,"1991, August",New Earth,DC
5602,Stinky,Public,Bad,Green,Red,Male,Yes,4,"1998, July",Earth-616,Marvel
5603,Roxanne Snow,Public,Neutral,Brown,Red,Female,Yes,1,"2007, February",New Earth,DC
5604,C.A.P.D.,Secret,Good,Photocellular,White,Unknown,Yes,1,"1982, October",New Earth,DC
5605,May Bennett,Public,Neutral,Blue,Brown,Female,Yes,33,"1982, July",New Earth,DC
5606,Sha,Non-dual,Good,Brown,Brown,Female,Yes,3,"1939, October",Earth-616,Marvel
5607,Solar Wind,Secret,Neutral,Blue,Black,Female,Yes,8,"1992, April",Earth-616,Marvel
5608,Computrex,Secret,Bad,Blue,Black,Unknown,Yes,3,"1980, December",Earth-616,Marvel
5609,Conrad,Public,Bad,Brown,Brown,Male,Yes,1,"2007, April",Earth-616,Marvel
5610,Brynocki,Non-dual,Bad,Black,Black,Male,Yes,13,"1975, November",Earth-616,Marvel
5611,Satannish,Secret,Bad,Multiple,Bald,Male,No,48,"1968, November",Earth-616,Marvel
5612,Ben Vincent,Non-dual,Bad,Brown,Black,Male,Yes,3,"1974, July",Earth-616,Marvel
5613,Death Dinosaur,Non-dual,Bad,Red,Black,Male,Yes,3,"2010, December",New Earth,DC
5614,Nikita Khrushchev,Public,Bad,Brown,Bald,Male,No,14,"1962, September",Earth-616,Marvel
5615,Randall Croft,Secret,Bad,Black,Brown,Male,No,6,"1981, April",Earth-616,Marvel
5616,Hellbender,Non-dual,Bad,Green,Black,Male,Yes,2,"1988, February",New Earth,DC
5617,Shabby Allus,Non-dual,Good,Brown,Black,Male,Yes,4,"1975, November",Earth-616,Marvel
5618,Anthony Sloan,Secret,Bad,Red,Bald,Male,Yes,2,"1984, August",Earth-616,Marvel
5619,Nigel Carruthers,Secret,Bad,Brown,Brown,Male,Yes,2,"1970, January",Earth-616,Marvel
5620,Jonathan Gabrielli II,Secret,Good,Blue,Black,Male,Yes,48,"1970, October",New Earth,DC
5621,Sandy Stalmaster,Public,Bad,Blue,Black,Female,Yes,2,"1986, March",Earth-616,Marvel
5622,Catman,Secret,Bad,Blue,Black,Male,No,1,"1947, January",Earth-616,Marvel
5623,Blind Al,Secret,Good,Brown,White,Female,Yes,44,"1997, January",Earth-616,Marvel
5624,Queenie,Public,Bad,Black,Black,Female,No,8,"1966, March",New Earth,DC
5625,Young Frankenstein,Public,Good,Black,Black,Male,Yes,12,"2006, September",New Earth,DC
5626,Rudyon,Non-dual,Good,Blue,Red,Male,Yes,1,"2003, December",New Earth,DC
5627,Hfuhruhurr,Secret,Bad,Brown,Red,Male,Yes,3,1987,New Earth,DC
5628,Priscilla,Secret,Good,Brown,Blond,Female,No,4,"2004, October",Earth-616,Marvel
5629,Thrann,Secret,Good,Blue,Black,Male,No,1,"2011, January",Earth-616,Marvel
5630,Alphonso Giovanni,Secret,Good,Black,Black,Male,No,9,"1955, January",New Earth,DC
5631,Startanious,Non-dual,Neutral,Black,Brown,Unknown,Yes,1,"1994, May",Earth-616,Marvel
5632,Myron Schmertz,Secret,Bad,Brown,Auburn,Male,Yes,1,"1991, March",Earth-616,Marvel
5633,Faceoff,Secret,Good,Blue,Brown,Male,Yes,2,"2010, December",New Earth,DC
5634,VaDrann,Public,Bad,Brown,Bald,Male,Yes,5,"2008, October",Earth-616,Marvel
5635,Yidrazil,Secret,Bad,One,Black,Male,No,6,"2003, October",Earth-616,Marvel
5636,Denak,Secret,Bad,Blue,No,Male,Yes,1,"1993, January",Earth-616,Marvel
5637,Baron Samedi,Public,Bad,White,White,Male,Yes,3,"1973, December",Earth-616,Marvel
5638,Laslo Magzel,Secret,Bad,Brown,Black,Male,No,3,"1995, March",Earth-616,Marvel
5639,Sanford Chesney,Public,Good,White,Bald,Male,Yes,1,"1999, July",Earth-616,Marvel
5640,Basil Drake,Non-dual,Bad,Blue,Black,Male,No,1,"1941, May",Earth-616,Marvel
5641,Ricky Lambert Martinson,Secret,Bad,Red,Blond,Male,Yes,1,"1975, August",Earth-616,Marvel
5642,Onomi Whitemane,Secret,Neutral,Red,White,Female,Yes,15,"2010, May",Earth-616,Marvel
5643,Frank Tanner,Public,Bad,Brown,Black,Male,Yes,10,"1977, July",New Earth,DC
5644,K-Zek the Conduit,Secret,Neutral,Brown,No,Unknown,Yes,1,"2013, March",Earth-616,Marvel
5645,William Talltrees,Secret,Good,Brown,Black,Male,Yes,34,"1970, September",Earth-616,Marvel
5646,David Johnson,Public,Neutral,Brown,Brown,Male,Yes,1,"1944, September",Earth-616,Marvel
5647,Yekaterina,Secret,Bad,Blue,Brown,Female,Yes,4,"2004, July",Earth-616,Marvel
5648,Amalgam,Secret,Good,Red,Black,Female,Yes,1,"1992, May",Earth-616,Marvel
5649,Black Brigade,Secret,Bad,Blue,Brown,Male,No,8,"1994, October",Earth-616,Marvel
5650,Barbie,Secret,Good,Blue,Blond,Female,Yes,8,"1989, December",New Earth,DC
5651,Torgo,Non-dual,Neutral,Red,No,Male,Yes,17,"1969, October",Earth-616,Marvel
5652,Rama Chandra,Secret,Good,Black,Black,Male,Yes,8,"1999, September",New Earth,DC
5653,Jason,Secret,Good,Brown,Black,Male,Yes,12,1988,New Earth,DC
5654,Poet II,Secret,Bad,Brown,Blond,Male,Yes,1,"1990, April",New Earth,DC
5655,Raymond Trask,Public,Bad,Brown,Brown,Male,Yes,4,"1989, November",Earth-616,Marvel
5656,Lyrissa Mallor,Public,Good,Blue,Black,Female,No,28,"1989, February",New Earth,DC
5657,Maria Amardosa,Public,Good,Hazel,Black,Female,Yes,8,"2008, December",New Earth,DC
5658,Mithra,Public,Good,Yellow,Brown,Male,Yes,1,"1974, October",Earth-616,Marvel
5659,Zena Moonstruk,Public,Good,Gold,White,Female,Yes,38,"1991, August",New Earth,DC
5660,Shingen Harada II,Secret,Bad,Black,Black,Male,Yes,22,"2012, March",Earth-616,Marvel
5661,Captain Osaki,Public,Bad,Brown,Black,Male,No,1,"1944, March",Earth-616,Marvel
5662,Wheeler,Public,Bad,Black,Black,Male,Yes,1,"1987, August",Earth-616,Marvel
5663,Patrick Brady,Public,Good,Black,Black,Male,Yes,4,"1955, June",Earth-616,Marvel
5664,Thor Odinson,Secret,Bad,Green,Blond,Male,No,6,"2008, June",Earth-616,Marvel
5665,Super-Adaptoid,Secret,Bad,Black,No,Male,Yes,66,"1966, October",Earth-616,Marvel
5666,Prodigy,Secret,Bad,Brown,Blond,Male,Yes,1,"1992, May",Earth-616,Marvel
5667,Adeline Kane,Secret,Neutral,Green,Brown,Female,No,68,"1983, August",New Earth,DC
5668,Martin Aaronson,Secret,Bad,Blue,Brown,Male,Yes,3,"1976, December",Earth-616,Marvel
5669,Ludlow Grimes,Public,Bad,Blue,Blond,Male,Yes,2,"1985, November",Earth-616,Marvel
5670,Gaelon,Public,Good,Blue,Brown,Female,Yes,5,"1995, April",New Earth,DC
5671,Snipes,Public,Good,Blue,Black,Male,Yes,6,"1998, February",Earth-616,Marvel
5672,Edward Clariss,Secret,Bad,White,Bald,Male,Yes,6,"1949, February",New Earth,DC
5673,Sikorsky,Secret,Neutral,Black,No,Male,Yes,31,"1982, April",Earth-616,Marvel
5674,Anky,Non-dual,Bad,Brown,No,Male,Yes,3,"1993, April",Earth-616,Marvel
5675,Rumble III,Secret,Bad,Yellow,Black,Male,Yes,3,"2009, September",New Earth,DC
5676,Erik Killmonger,Secret,Bad,Brown,Black,Male,No,32,"1973, September",Earth-616,Marvel
5677,Foot of Doom,Secret,Bad,Brown,Black,Male,Yes,1,"2007, April",Earth-616,Marvel
5678,En Sabah Nur,Secret,Good,Black,Black,Male,Yes,78,"2011, June",Earth-616,Marvel
5679,Philip Folger,Public,Good,Blue,Blond,Male,Yes,3,"1967, June",New Earth,DC
5680,Dervish,Public,Good,Black,Brown,Female,Yes,9,"1994, March",New Earth,DC
5681,Grogarr,Secret,Good,Pink,Black,Unknown,No,1,"1979, August",Earth-616,Marvel
5682,Brian Cruz,Secret,Good,Brown,Brown,Male,No,26,"2004, May",Earth-616,Marvel
5683,Darren Jones,Public,Bad,Blue,Black,Male,Yes,2,"1990, August",New Earth,DC
5684,Arthur Dearborn,Secret,Neutral,Blue,Brown,Male,Yes,15,"1981, February",Earth-616,Marvel
5685,Charles Amundson,Secret,Bad,Red,Blond,Male,Yes,1,"1993, January",Earth-616,Marvel
5686,Charity,Public,Good,Brown,Black,Female,Yes,21,"1972, October",New Earth,DC
5687,Ne-ahn,Public,Good,Blue,Black,Male,Yes,12,"1968, May",New Earth,DC
5688,Austin Cao,Non-dual,Good,Yellow,Black,Male,Yes,4,"2011, November",Earth-616,Marvel
5689,Rebecca Ryan,Public,Good,Blue,Blond,Female,Yes,13,"2007, September",Earth-616,Marvel
5690,Henry Hogan,Public,Good,Brown,Black,Male,No,14,"1997, January",New Earth,DC
5691,Carrie Bradley,Public,Neutral,Brown,Red,Female,Yes,5,"1995, November",Earth-616,Marvel
5692,Betty Crane,Non-dual,Good,Brown,Black,Female,Yes,1,"1940, November",Earth-616,Marvel
5693,Alturi,Non-dual,Neutral,Red,Grey,Male,Yes,2,"2011, August",Earth-616,Marvel
5694,Edward Gardner,Public,Neutral,Green,Black,Male,Yes,2,"1985, October",Earth-616,Marvel
5695,Jack of Hearts III,Secret,Bad,Blue,Blond,Male,Yes,2,"2009, October",New Earth,DC
5696,Daystar,Secret,Bad,Brown,Black,Transgender,No,4,"2009, October",New Earth,DC
5697,Pagan,Secret,Bad,Red,Black,Male,Yes,9,"1999, March",Earth-616,Marvel
5698,Melinda Brewer,Public,Neutral,Green,Red,Female,Yes,4,"1992, January",Earth-616,Marvel
5699,Sewer King,Unknown,Bad,White,Black,Male,No,1,"2006, October",New Earth,DC
5700,Steele Fitzpatrick,Secret,Neutral,Blue,Bald,Male,Yes,14,"1997, January",Earth-616,Marvel
5701,Hank Jurgens,Secret,Bad,Black,Black,Male,Yes,1,"1983, February",Earth-616,Marvel
5702,Nikolai Rasputin,Secret,Neutral,Blue,Black,Male,No,16,"1975, May",Earth-616,Marvel
5703,Tiny,Public,Good,Brown,Blond,Male,Yes,27,"1967, October",New Earth,DC
5704,Wibbow,Non-dual,Neutral,Black,Green,Male,Yes,1,"2000, October",Earth-616,Marvel
5705,Marilou,Secret,Good,Brown,White,Female,No,2,"1996, February",Earth-616,Marvel
5706,Jenna,Non-dual,Neutral,Blue,Blond,Female,Yes,19,"1971, June",Earth-616,Marvel
5707,Feodor Piotrovitch Sorin,Public,Good,Brown,Blond,Male,Yes,10,"1988, April",New Earth,DC
5708,Ghost,Non-dual,Neutral,Red,Brown,Male,No,3,"1961, May",Earth-616,Marvel
5709,Maizie,Non-dual,Good,Black,Brown,Female,Yes,1,"1940, February",Earth-616,Marvel
5710,Mac,Public,Bad,Blue,White,Male,Yes,3,"1966, July",Earth-616,Marvel
5711,Johann Goldstein,Public,Bad,Brown,Grey,Male,Yes,6,"1976, December",Earth-616,Marvel
5712,Lionel van Devanter,Public,Bad,Blue,Grey,Male,Yes,1,"1942, January",Earth-616,Marvel
5713,Nuidis Vulko,Public,Good,Blue,White,Male,Yes,140,"1967, September",New Earth,DC
5714,Ozel,Non-dual,Neutral,Green,Green,Female,Yes,1,"1984, May",Earth-616,Marvel
5715,Argos,Secret,Bad,Hazel,Blond,Male,Yes,3,"1998, November",Earth-616,Marvel
5716,Martin Kramer,Public,Good,Blue,Black,Male,No,2,"1986, May",New Earth,DC
5717,Randolph Ormsby,Secret,Neutral,Green,Red,Male,Yes,1,"1966, May",New Earth,DC
5718,Brushnev,Secret,Bad,Black,Bald,Male,Yes,1,"1965, April",Earth-616,Marvel
5719,Triple Destruction,Secret,Bad,Hazel,Black,Male,Yes,1,"1943, September",Earth-616,Marvel
5720,Peter the Puffer Fish,Secret,Good,Brown,Brown,Male,Yes,5,"1960, March",New Earth,DC
5721,Liu,Public,Bad,Brown,Red,Female,No,6,"2007, August",New Earth,DC
5722,Aan Taanu,Secret,Good,Black,White,Male,Yes,3,"1991, October",Earth-616,Marvel
5723,Fastbak,Public,Good,Blue,Red,Male,No,17,"1971, November",New Earth,DC
5724,Carl Mach,Secret,Bad,Black,Bald,Male,No,6,"1993, February",Earth-616,Marvel
5725,A.J.,Public,Good,Blue,Blond,Male,Yes,8,"1995, August",New Earth,DC
5726,Albert Malik,Secret,Bad,Brown,White,Male,No,16,"1953, December",Earth-616,Marvel
5727,Ren\u00e9 Duquesne,Secret,Good,Black,Brown,Male,Yes,4,"1976, July",Earth-616,Marvel
5728,Maggie,Secret,Good,Black,Brown,Female,Yes,4,"1994, February",Earth-616,Marvel
5729,Nerkkod,Public,Bad,Brown,Black,Male,Yes,2,"2011, July",Earth-616,Marvel
5730,Vivian Schist,Non-dual,Neutral,Blue,Grey,Female,Yes,1,"1974, November",Earth-616,Marvel
5731,Kruul,Secret,Good,Black,Blond,Male,No,1,"2011, September",New Earth,DC
5732,Morrigon,Secret,Bad,Brown,Bald,Unknown,Yes,2,"2013, May",Earth-616,Marvel
5733,Trapeze Trio,Secret,Bad,Blue,Brown,Male,Yes,2,"1941, August",Earth-616,Marvel
5734,Feng Po-po,Public,Bad,White,Black,Female,No,1,"2008, April",Earth-616,Marvel
5735,Whip Coady,Non-dual,Bad,Pink,Black,Male,Yes,1,"1948, August",Earth-616,Marvel
5736,Kavita Rao,Non-dual,Good,Brown,Black,Female,Yes,84,"2004, July",Earth-616,Marvel
5737,Crimson Dynamo XI,Secret,Bad,Blue,Brown,Male,No,2,"2007, October",Earth-616,Marvel
5738,Jade Nguyen,Secret,Bad,Green,Black,Female,Yes,103,"1983, August",New Earth,DC
5739,Tongar,Secret,Neutral,Blue,Red,Male,Yes,1,"1992, November",Earth-616,Marvel
5740,Frank Gianelli,Secret,Neutral,Blue,Red,Male,Yes,16,"1977, May",Earth-616,Marvel
5741,Toxic Tucker,Secret,Bad,Brown,Brown,Male,Yes,1,"2010, December",New Earth,DC
5742,Squire Gulo,Secret,Good,White,Red,Male,Yes,1,"2008, July",Earth-616,Marvel
5743,Soldier One,Secret,Good,Hazel,Green,Male,Yes,4,"2012, April",Earth-616,Marvel
5744,Jacob Pace,Secret,Bad,Black,Black,Male,No,1,"2005, April",Earth-616,Marvel
5745,Spectrumonster,Secret,Bad,Blue,Black,Male,Yes,3,"1987, July",New Earth,DC
5746,Rindingo Jones,Non-dual,Bad,No,Black,Male,No,1,"1942, September",Earth-616,Marvel
5747,Heller,Public,Good,Blue,Red,Female,Yes,4,"1969, October",New Earth,DC
5748,Mister Code,Secret,Bad,Blue,Black,Male,No,3,"2003, December",Earth-616,Marvel
5749,Byron Williams,Public,Good,Blue,Brown,Male,Yes,3,"1967, June",New Earth,DC
5750,Rose Psychic,Public,Good,Black,Black,Female,No,11,"1937, March",New Earth,DC
5751,Torso,Secret,Bad,Blue,Blond,Female,Yes,5,"1984, June",Earth-616,Marvel
5752,Keniuchio Harada,Public,Neutral,Brown,Black,Male,No,82,"1974, July",Earth-616,Marvel
5753,Charles Chewatt,Public,Bad,Green,Bald,Male,Yes,1,"1942, November",Earth-616,Marvel
5754,Terrigene,Secret,Bad,Blue,Black,Female,Yes,1,"1994, July",Earth-616,Marvel
5755,Zom,Secret,Bad,Yellow,Brown,Male,Yes,14,"1967, May",Earth-616,Marvel
5756,Ebenezer Laughton,Secret,Bad,Brown,Brown,Male,Yes,76,"1964, March",Earth-616,Marvel
5757,Jormungand,Secret,Bad,Red,No,Male,Yes,24,"1966, April",Earth-616,Marvel
5758,Soul Slug,Secret,Bad,Black,No,Genderless,Yes,1,"1994, March",Earth-616,Marvel
5759,Jocasta,Secret,Bad,Red,Red,Female,Yes,4,"1992, July",New Earth,DC
5760,Marc Navarone,Public,Bad,Brown,Brown,Male,No,4,"2000, October",New Earth,DC
5761,Lurker from Loch Ness,Secret,Bad,Brown,Auburn,Unknown,No,11,"1977, July",Earth-616,Marvel
5762,Christoph Nord,Secret,Good,Blue,Black,Male,Yes,66,"1992, February",Earth-616,Marvel
5763,Martin Fletcher,Secret,Bad,Grey,White,Male,No,25,"1987, March",Earth-616,Marvel
5764,Malgato,Secret,Bad,Violet,Bald,Male,Yes,2,"1974, January",Earth-616,Marvel
5765,Drax,Secret,Good,Black,Red,Male,Yes,27,"1971, March",New Earth,DC
5766,Abraham Kieros,Secret,Neutral,Blue,Brown,Male,Yes,19,"1986, December",Earth-616,Marvel
5767,Mister Kruger,Public,Good,Brown,Brown,Male,Yes,13,"1951, May",Earth-616,Marvel
5768,John I,Public,Bad,Blue,White,Male,Yes,1,"2011, February",New Earth,DC
5769,Anarchy,Secret,Bad,Purple,Red,Female,Yes,2,"1989, December",Earth-616,Marvel
5770,Kwintz,Public,Good,Blue,Orange,Male,No,3,"1995, April",New Earth,DC
5771,Blowfly,Secret,Bad,Brown,White,Male,Yes,3,"1994, September",Earth-616,Marvel
5772,Starky,Public,Good,Red,Brown,Unknown,Yes,1,"1982, March",Earth-616,Marvel
5773,Nelson Frank,Public,Bad,Blue,Black,Male,Yes,2,"2000, November",Earth-616,Marvel
5774,Pinta,Secret,Neutral,White,Red,Female,Yes,1,"1991, May",Earth-616,Marvel
5775,Wilbur the Great,Secret,Bad,Green,Black,Male,No,1,"1944, March",Earth-616,Marvel
5776,John Henry Irons,Public,Good,Brown,Purple,Male,Yes,345,"1993, June",New Earth,DC
5777,Von Boom,Non-dual,Bad,Black,Blond,Male,Yes,1,"1943, March",Earth-616,Marvel
5778,Nimue Inwudu,Public,Good,Green,Black,Female,Yes,121,"1978, February",New Earth,DC
5779,Roger Romaine,Public,Bad,White,Black,Male,Yes,5,"1979, October",New Earth,DC
5780,Monstrom,Secret,Neutral,One,White,Male,Yes,3,"1960, September",Earth-616,Marvel
5781,Dawur,Secret,Bad,Blue,Blond,Male,Yes,6,"2007, May",New Earth,DC
5782,Barbarus,Secret,Bad,Brown,Brown,Male,Yes,40,"1969, November",Earth-616,Marvel
